;;;;;;;;
;SONOR Pricelist 2026;;;RRP €;Dealer Base €;EAN;UPC;Free-Stock [pcs.]
;;;;;;;;
1;Drums;;;;;;;
1.1;MOMENTUM Drum Series;;;;;;;
1.1.1;MOMENTUM Shell Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
1.1.3;16236324;MT Birch 13x9.25 TT #REP;"Tom 13"" x 9.25"", Beech, Red Pearl";755,00 €;482,18 €;4044661749911;829193750512;4
1.1.3;16236336;MT Birch 13x9.25 TT #GTB;"Tom 13"" x 9.25"", Beech, GT Black";755,00 €;482,18 €;4044661749928;829193750529;4
1.1.3;16236340;MT Birch 13x9.25 TT #SPW;"Tom 13"" x 9.25"", Beech, Satin Pure White";755,00 €;482,18 €;4044661749935;829193750536;5
1.1.3;16236382;MT Birch 13x9.25 TT #CBU;"Tom 13"" x 9.25"", Beech, California Burl";725,00 €;463,03 €;4044661749942;829193750543;4
1.1.3;16236524;MT Maple 13x9.25 TT #REP;"Tom 13"" x 9.25"", Maple, Red Pearl";825,00 €;526,89 €;4044661749959;829193750550;0
1.1.3;16236536;MT Maple 13x9.25 TT #GTB;"Tom 13"" x 9.25"", Maple, GT Black";825,00 €;526,89 €;4044661749966;829193750567;5
1.1.3;16236540;MT Maple 13x9.25 TT #SPW;"Tom 13"" x 9.25"", Maple, Satin Pure White";825,00 €;526,89 €;4044661749973;829193750574;5
1.1.3;16236582;MT Maple 13x9.25 TT #CBU;"Tom 13"" x 9.25"", Maple, California Burl";785,00 €;501,34 €;4044661749980;829193750581;4
1.1.3;16251124;MT Beech 14x13.75 FT #REP;"Floor Tom 14"" x 13.75"", Beech, Red Pearl";920,00 €;587,56 €;4044661749997;829193750598;3
1.1.3;16251136;MT Beech 14x13.75 FT #GTB;"Floor Tom 14"" x 13.75"", Beech, GT Black";920,00 €;587,56 €;4044661750009;829193750604;21
1.1.3;16251140;MT Beech 14x13.75 FT #SPW;"Floor Tom 14"" x 13.75"", Beech, Satin Pure White";920,00 €;587,56 €;4044661750016;829193750611;17
1.1.3;16251182;MT Beech 14x13.75 FT #CBU;"Floor Tom 14"" x 13.75"", Beech, California Burl";900,00 €;574,79 €;4044661750023;829193750628;1
1.1.3;16251324;MT Birch 14x13.75 FT #REP;"Floor Tom 14"" x 13.75"", Birch, Red Pearl";940,00 €;600,34 €;4044661750030;829193750635;17
1.1.3;16251336;MT Birch 14x13.75 FT #GTB;"Floor Tom 14"" x 13.75"", Birch, GT Black";940,00 €;600,34 €;4044661750047;829193750642;12
1.1.3;16251340;MT Birch 14x13.75 FT #SPW;"Floor Tom 14"" x 13.75"", Birch, Satin Pure White";940,00 €;600,34 €;4044661750054;829193750659;23
1.1.3;16251382;MT Birch 14x13.75 FT #CBU;"Floor Tom 14"" x 13.75"", Birch, California Burl";920,00 €;587,56 €;4044661750061;829193750666;13
1.1.3;16251524;MT Maple 14x13.75 FT #REP;"Floor Tom 14"" x 13.75"", Maple, Red Pearl";1 030,00 €;657,82 €;4044661750078;829193750673;12
1.1.3;16251536;MT Maple 14x13.75 FT #GTB;"Floor Tom 14"" x 13.75"", Maple, GT Black";1 030,00 €;657,82 €;4044661750085;829193750680;4
1.1.3;16251540;MT Maple 14x13.75 FT #SPW;"Floor Tom 14"" x 13.75"", Maple, Satin Pure White";1 030,00 €;657,82 €;4044661750092;829193750697;17
1.1.3;16251582;MT Maple 14x13.75 FT #CBU;"Floor Tom 14"" x 13.75"", Maple, California Burl";990,00 €;632,27 €;4044661750108;829193750703;8
1.1.3;16253124;MT Beech 16x15.25 FT #REP;"Floor Tom 16"" x 15.25"", Beech, Red Pearl";980,00 €;625,88 €;4044661750115;829193750710;0
1.1.3;16253136;MT Beech 16x15.25 FT #GTB;"Floor Tom 16"" x 15.25"", Beech, GT Black";980,00 €;625,88 €;4044661750122;829193750727;15
1.1.3;16253140;MT Beech 16x15.25 FT #SPW;"Floor Tom 16"" x 15.25"", Beech, Satin Pure White";980,00 €;625,88 €;4044661750139;829193750734;9
1.1.3;16253182;MT Beech 16x15.25 FT #CBU;"Floor Tom 16"" x 15.25"", Beech, California Burl";960,00 €;613,11 €;4044661750146;829193750741;6
1.1.3;16253324;MT Birch 16x15.25 FT #REP;"Floor Tom 16"" x 15.25"", Birch, Red Pearl";1 010,00 €;645,04 €;4044661750153;829193750758;15
1.1.3;16253336;MT Birch 16x15.25 FT #GTB;"Floor Tom 16"" x 15.25"", Birch, GT Black";1 010,00 €;645,04 €;4044661750160;829193750765;11
1.1.3;16253340;MT Birch 16x15.25 FT #SPW;"Floor Tom 16"" x 15.25"", Birch, Satin Pure White";1 010,00 €;645,04 €;4044661750177;829193750772;17
1.1.3;16253382;MT Birch 16x15.25 FT #CBU;"Floor Tom 16"" x 15.25"", Birch, California Burl";990,00 €;632,27 €;4044661750184;829193750789;23
1.1.3;16253524;MT Maple 16x15.25 FT #REP;"Floor Tom 16"" x 15.25"", Maple, Red Pearl";1 120,00 €;715,29 €;4044661750191;829193750796;15
1.1.3;16253536;MT Maple 16x15.25 FT #GTB;"Floor Tom 16"" x 15.25"", Maple, GT Black";1 120,00 €;715,29 €;4044661750207;829193750802;2
1.1.3;16253540;MT Maple 16x15.25 FT #SPW;"Floor Tom 16"" x 15.25"", Maple, Satin Pure White";1 120,00 €;715,29 €;4044661750214;829193750819;13
1.1.3;16253582;MT Maple 16x15.25 FT #CBU;"Floor Tom 16"" x 15.25"", Maple, California Burl";1 100,00 €;702,52 €;4044661750221;829193750826;2
1.1.3;16255124;MT Beech 18x16.75 FT #REP;"Floor Tom 18"" x 16.75"", Beech, Red Pearl";1 110,00 €;708,91 €;4044661750238;829193750833;3
1.1.3;16255136;MT Beech 18x16.75 FT #GTB;"Floor Tom 18"" x 16.75"", Beech, GT Black";1 110,00 €;708,91 €;4044661750245;829193750840;3
1.1.3;16255140;MT Beech 18x16.75 FT #SPW;"Floor Tom 18"" x 16.75"", Beech, Satin Pure White";1 110,00 €;708,91 €;4044661750252;829193750857;5
1.1.3;16255182;MT Beech 18x16.75 FT #CBU;"Floor Tom 18"" x 16.75"", Beech, California Burl";1 090,00 €;696,13 €;4044661750269;829193750864;1
1.1.3;16255324;MT Birch 18x16.75 FT #REP;"Floor Tom 18"" x 16.75"", Birch, Red Pearl";1 120,00 €;715,29 €;4044661750276;829193750871;5
1.1.3;16255336;MT Birch 18x16.75 FT #GTB;"Floor Tom 18"" x 16.75"", Birch, GT Black";1 120,00 €;715,29 €;4044661750283;829193750888;5
1.1.3;16255340;MT Birch 18x16.75 FT #SPW;"Floor Tom 18"" x 16.75"", Birch, Satin Pure White";1 120,00 €;715,29 €;4044661750290;829193750895;5
1.1.3;16255382;MT Birch 18x16.75 FT #CBU;"Floor Tom 18"" x 16.75"", Birch, California Burl";1 100,00 €;702,52 €;4044661750306;829193750901;3
1.1.3;16255524;MT Maple 18x16.75 FT #REP;"Floor Tom 18"" x 16.75"", Maple, Red Pearl";1 260,00 €;804,71 €;4044661750313;829193750918;3
1.1.3;16255536;MT Maple 18x16.75 FT #GTB;"Floor Tom 18"" x 16.75"", Maple, GT Black";1 260,00 €;804,71 €;4044661750320;829193750925;0
1.1.3;16255540;MT Maple 18x16.75 FT #SPW;"Floor Tom 18"" x 16.75"", Maple, Satin Pure White";1 260,00 €;804,71 €;4044661750337;829193750932;4
1.1.3;16255582;MT Maple 18x16.75 FT #CBU;"Floor Tom 18"" x 16.75"", Maple, California Burl";1 240,00 €;791,93 €;4044661750344;829193750949;5
;;;;;;;;
1.1.4;MOMENTUM Snare Drums;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
1.1.4;16272124;MT Beech 14x5.75 SDW #REP;"Snare Drum 14"" x 5.75"", Beech, Red Pearl";795,00 €;507,73 €;4044661750351;829193750956;3
1.1.4;16272136;MT Beech 14x5.75 SDW #GTB;"Snare Drum 14"" x 5.75"", Beech, GT Black";815,00 €;520,50 €;4044661750368;829193750963;6
1.1.4;16272140;MT Beech 14x5.75 SDW #SPW;"Snare Drum 14"" x 5.75"", Beech, Satin Pure White";815,00 €;520,50 €;4044661750375;829193750970;7
1.1.4;16272182;MT Beech 14x5.75 SDW #CBU;"Snare Drum 14"" x 5.75"", Beech, California Burl";805,00 €;514,12 €;4044661750382;829193750987;17
1.1.4;16272324;MT Birch 14x5.75 SDW #REP;"Snare Drum 14"" x 5.75"", Birch, Red Pearl";805,00 €;514,12 €;4044661750399;829193750994;13
1.1.4;16272336;MT Birch 14x5.75 SDW #GTB;"Snare Drum 14"" x 5.75"", Birch, GT Black";825,00 €;526,89 €;4044661750405;829193751007;7
1.1.4;16272340;MT Birch 14x5.75 SDW #SPW;"Snare Drum 14"" x 5.75"", Birch, Satin Pure White";825,00 €;526,89 €;4044661750412;829193751014;11
1.1.4;16272382;MT Birch 14x5.75 SDW #CBU;"Snare Drum 14"" x 5.75"", Birch, California Burl";815,00 €;520,50 €;4044661750429;829193751021;9
1.1.4;16272524;MT Maple 14x5.75 SDW #REP;"Snare Drum 14"" x 5.75"", Maple, Red Pearl";855,00 €;546,05 €;4044661750436;829193751038;6
1.1.4;16272536;MT Maple 14x5.75 SDW #GTB;"Snare Drum 14"" x 5.75"", Maple, GT Black";865,00 €;552,44 €;4044661750443;829193751045;4
1.1.4;16272540;MT Maple 14x5.75 SDW #SPW;"Snare Drum 14"" x 5.75"", Maple, Satin Pure White";865,00 €;552,44 €;4044661750450;829193751052;10
1.1.4;16272582;MT Maple 14x5.75 SDW #CBU;"Snare Drum 14"" x 5.75"", Maple, California Burl";845,00 €;539,66 €;4044661750467;829193751069;7
1.1.4;16274124;MT Beech 14x6.5 SDW #REP;"Snare Drum 14"" x 6.5"", Beech, Red Pearl";805,00 €;514,12 €;4044661750474;829193751076;9
1.1.4;16274136;MT Beech 14x6.5 SDW #GTB;"Snare Drum 14"" x 6.5"", Beech, GT Black";825,00 €;526,89 €;4044661750481;829193751083;6
1.1.4;16274140;MT Beech 14x6.5 SDW #SPW;"Snare Drum 14"" x 6.5"", Beech, Satin Pure White";825,00 €;526,89 €;4044661750498;829193751090;2
1.1.4;16274182;MT Beech 14x6.5 SDW #CBU;"Snare Drum 14"" x 6.5"", Beech, California Burl";815,00 €;520,50 €;4044661750504;829193751106;11
1.1.4;16274324;MT Birch 14x6.5 SDW #REP;"Snare Drum 14"" x 6.5"", Birch, Red Pearl";815,00 €;520,50 €;4044661750511;829193751113;14
1.1.4;16274336;MT Birch 14x6.5 SDW #GTB;"Snare Drum 14"" x 6.5"", Birch, GT Black";835,00 €;533,28 €;4044661750528;829193751120;4
1.1.4;16274340;MT Birch 14x6.5 SDW #SPW;"Snare Drum 14"" x 6.5"", Birch, Satin Pure White";835,00 €;533,28 €;4044661750535;829193751137;7
1.1.4;16274382;MT Birch 14x6.5 SDW #CBU;"Snare Drum 14"" x 6.5"", Birch, California Burl";825,00 €;526,89 €;4044661750542;829193751144;10
1.1.4;16274524;MT Maple 14x6.5 SDW #REP;"Snare Drum 14"" x 6.5"", Maple, Red Pearl";865,00 €;552,44 €;4044661750559;829193751151;9
1.1.4;16274536;MT Maple 14x6.5 SDW #GTB;"Snare Drum 14"" x 6.5"", Maple, GT Black";885,00 €;565,21 €;4044661750566;829193751168;12
1.1.4;16274540;MT Maple 14x6.5 SDW #SPW;"Snare Drum 14"" x 6.5"", Maple, Satin Pure White";885,00 €;565,21 €;4044661750573;829193751175;17
1.1.4;16274582;MT Maple 14x6.5 SDW #CBU;"Snare Drum 14"" x 6.5"", Maple, California Burl";875,00 €;558,82 €;4044661750580;829193751182;0
;;;;;;;;
;;;;;;;;
1.2;ProLite Drum Series (discontinued);;;;;;;
1.2.1;ProLite Single Drums (discontinued - reproduction of single drums based on order until October 31, 2027);;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
1.2.1;15821575;PL 1814 BD WM #NUB;"Bass Drum 18"" x 14"" (with Mount), Maple, Nussbaum";1 659,00 €;1 059,53 €;4044661437610;829193437611;0
1.2.1;15821576;PL 1814 BD WM #EBS;"Bass Drum 18"" x 14"" (with Mount), Maple, Ebony White Stripes";2 099,00 €;1 340,54 €;4044661437665;829193437666;0
1.2.1;15821578;PL 1814 BD WM #CHB;"Bass Drum 18"" x 14"" (with Mount), Maple, Chocolate Burl";2 099,00 €;1 340,54 €;4044661464487;829193464488;0
1.2.1;15821579;PL 1814 BD WM #FRD;"Bass Drum 18"" x 14"" (with Mount), Maple, Fiery Red";2 099,00 €;1 340,54 €;4044661615384;829193615385;0
1.2.1;15821580;PL 1814 BD WM #SNT;"Bass Drum 18"" x 14"" (with Mount), Maple, Snow Tiger";2 099,00 €;1 340,54 €;4044661615377;829193615378;0
1.2.1;15821581;PL 1814 BD WM #EDT;"Bass Drum 18"" x 14"" (with Mount), Maple, Elder Tree";1 659,00 €;1 059,53 €;4044661615391;829193615392;0
1.2.1;15821875;PL 2016 BD NM #NUB;"Bass Drum 20"" x 16"" (no Mount), Maple, Nussbaum";1 749,00 €;1 117,01 €;4044661615407;829193615408;0
1.2.1;15821876;PL 2016 BD NM #EBS;"Bass Drum 20"" x 16"" (no Mount), Maple, Ebony White Stripes";2 209,00 €;1 410,79 €;4044661615414;829193615415;0
1.2.1;15821878;PL 2016 BD NM #CHB;"Bass Drum 20"" x 16"" (no Mount), Maple, Chocolate Burl";2 209,00 €;1 410,79 €;4044661615421;829193615422;0
1.2.1;15821879;PL 2016 BD NM #FRD;"Bass Drum 20"" x 16"" (no Mount), Maple, Fiery Red";2 209,00 €;1 410,79 €;4044661615438;829193615439;0
1.2.1;15821880;PL 2016 BD NM #SNT;"Bass Drum 20"" x 16"" (no Mount), Maple, Snow Tiger";2 209,00 €;1 410,79 €;4044661615445;829193615446;0
1.2.1;15821881;PL 2016 BD NM #EDT;"Bass Drum 20"" x 16"" (no Mount), Maple, Elder Tree";1 749,00 €;1 117,01 €;4044661615452;829193615453;0
1.2.1;15821975;PL 2016 BD WM #NUB;"Bass Drum 20"" x 16"" (with Mount), Maple, Nussbaum";1 859,00 €;1 187,26 €;4044661615964;829193615965;0
1.2.1;15821976;PL 2016 BD WM #EBS;"Bass Drum 20"" x 16"" (with Mount), Maple, Ebony White Stripes";2 319,00 €;1 481,04 €;4044661615971;829193615972;0
1.2.1;15821978;PL 2016 BD WM #CHB;"Bass Drum 20"" x 16"" (with Mount), Maple, Chocolate Burl";2 319,00 €;1 481,04 €;4044661615988;829193615989;0
1.2.1;15821979;PL 2016 BD WM #FRD;"Bass Drum 20"" x 16"" (with Mount), Maple, Fiery Red";2 319,00 €;1 481,04 €;4044661615995;829193615996;0
1.2.1;15821980;PL 2016 BD WM #SNT;"Bass Drum 20"" x 16"" (with Mount), Maple, Snow Tiger";2 319,00 €;1 481,04 €;4044661616695;829193616696;0
1.2.1;15821981;PL 2016 BD WM #EDT;"Bass Drum 20"" x 16"" (with Mount), Maple, Elder Tree";1 859,00 €;1 187,26 €;4044661616008;829193616009;0
1.2.1;15822575;PL 2414 BD NM #NUB;"Bass Drum 24"" x 14"" (no Mount), Maple, Nussbaum";1 989,00 €;1 270,29 €;4044661469123;829193469124;0
1.2.1;15822576;PL 2414 BD NM #EBS;"Bass Drum 24"" x 14"" (no Mount), Maple, Ebony White Stripes";2 549,00 €;1 627,93 €;4044661469130;829193469131;0
1.2.1;15822578;PL 2414 BD NM #CHB;"Bass Drum 24"" x 14"" (no Mount), Maple, Chocolate Burl";2 549,00 €;1 627,93 €;4044661469154;829193469155;0
1.2.1;15822579;PL 2414 BD NM #FRD;"Bass Drum 24"" x 14"" (no Mount), Maple, Fiery Red";2 549,00 €;1 627,93 €;4044661616015;829193616016;0
1.2.1;15822580;PL 2414 BD NM #SNT;"Bass Drum 24"" x 14"" (no Mount), Maple, Snow Tiger";2 549,00 €;1 627,93 €;4044661616022;829193616023;0
1.2.1;15822581;PL 2414 BD NM #EDT;"Bass Drum 24"" x 14"" (no Mount), Maple, Elder Tree";1 989,00 €;1 270,29 €;4044661616039;829193616030;0
1.2.1;15823075;PL 2216 BD NM #NUB;"Bass Drum 22"" x 16"" (no Mount), Maple, Nussbaum";1 879,00 €;1 200,03 €;4044661616046;829193616047;0
1.2.1;15823076;PL 2216 BD NM #EBS;"Bass Drum 22"" x 16"" (no Mount), Maple, Ebony White Stripes";2 319,00 €;1 481,04 €;4044661616053;829193616054;0
1.2.1;15823078;PL 2216 BD NM #CHB;"Bass Drum 22"" x 16"" (no Mount), Maple, Chocolate Burl";2 319,00 €;1 481,04 €;4044661616060;829193616061;0
1.2.1;15823079;PL 2216 BD NM #FRD;"Bass Drum 22"" x 16"" (no Mount), Maple, Fiery Red";2 319,00 €;1 481,04 €;4044661616077;829193616078;0
1.2.1;15823080;PL 2216 BD NM #SNT;"Bass Drum 22"" x 16"" (no Mount), Maple, Snow Tiger";2 319,00 €;1 481,04 €;4044661616084;829193616085;0
1.2.1;15823081;PL 2216 BD NM #EDT;"Bass Drum 22"" x 16"" (no Mount), Maple, Elder Tree";1 879,00 €;1 200,03 €;4044661616091;829193616092;0
1.2.1;15823175;PL 2216 BD WM #NUB;"Bass Drum 22"" x 16"" (with Mount), Maple, Nussbaum";1 989,00 €;1 270,29 €;4044661616107;829193616108;0
1.2.1;15823176;PL 2216 BD WM #EBS;"Bass Drum 22"" x 16"" (with Mount), Maple, Ebony White Stripes";2 429,00 €;1 551,29 €;4044661616114;829193616115;0
1.2.1;15823178;PL 2216 BD WM #CHB;"Bass Drum 22"" x 16"" (with Mount), Maple, Chocolate Burl";2 429,00 €;1 551,29 €;4044661616121;829193616122;0
1.2.1;15823179;PL 2216 BD WM #FRD;"Bass Drum 22"" x 16"" (with Mount), Maple, Fiery Red";2 429,00 €;1 551,29 €;4044661616138;829193616139;0
1.2.1;15823180;PL 2216 BD WM #SNT;"Bass Drum 22"" x 16"" (with Mount), Maple, Snow Tiger";2 429,00 €;1 551,29 €;4044661616145;829193616146;0
1.2.1;15823181;PL 2216 BD WM #EDT;"Bass Drum 22"" x 16"" (with Mount), Maple, Elder Tree";1 989,00 €;1 270,29 €;4044661616152;829193616153;0
1.2.1;15830775;PL 0807 TT #NUB;"Tom 08"" x 07"", Maple, Nussbaum";599,00 €;382,55 €;4044661438334;829193438335;0
1.2.1;15830776;PL 0807 TT #EBS;"Tom 08"" x 07"", Maple, Ebony White Stripes";699,00 €;446,42 €;4044661438389;829193438380;0
1.2.1;15830778;PL 0807 TT #CHB;"Tom 08"" x 07"", Maple, Chocolate Burl";699,00 €;446,42 €;4044661464562;829193464563;0
1.2.1;15830779;PL 0807 TT #FRD;"Tom 08"" x 07"", Maple, Fiery Red";699,00 €;446,42 €;4044661616169;829193616160;0
1.2.1;15830780;PL 0807 TT #SNT;"Tom 08"" x 07"", Maple, Snow Tiger";699,00 €;446,42 €;4044661616176;829193616177;0
1.2.1;15830781;PL 0807 TT #EDT;"Tom 08"" x 07"", Maple, Elder Tree";599,00 €;382,55 €;4044661616183;829193616184;0
1.2.1;15831775;PL 1007 TT #NUB;"Tom 10"" x 07"", Maple, Nussbaum";669,00 €;427,26 €;4044661438426;829193438427;0
1.2.1;15831776;PL 1007 TT #EBS;"Tom 10"" x 07"", Maple, Ebony White Stripes";759,00 €;484,74 €;4044661438471;829193438472;0
1.2.1;15831778;PL 1007 TT #CHB;"Tom 10"" x 07"", Maple, Chocolate Burl";759,00 €;484,74 €;4044661464579;829193464570;0
1.2.1;15831779;PL 1007 TT #FRD;"Tom 10"" x 07"", Maple, Fiery Red";759,00 €;484,74 €;4044661616190;829193616191;0
1.2.1;15831780;PL 1007 TT #SNT;"Tom 10"" x 07"", Maple, Snow Tiger";759,00 €;484,74 €;4044661616206;829193616207;0
1.2.1;15831781;PL 1007 TT #EDT;"Tom 10"" x 07"", Maple, Elder Tree";669,00 €;427,26 €;4044661616503;829193616504;0
1.2.1;15831875;PL 1008 TT #NUB;"Tom 10"" x 08"", Maple, Nussbaum";689,00 €;440,03 €;4044661438518;829193438519;0
1.2.1;15831876;PL 1008 TT #EBS;"Tom 10"" x 08"", Maple, Ebony White Stripes";779,00 €;497,51 €;4044661438563;829193438564;0
1.2.1;15831878;PL 1008 TT #CHB;"Tom 10"" x 08"", Maple, Chocolate Burl";779,00 €;497,51 €;4044661464586;829193464587;0
1.2.1;15831879;PL 1008 TT #FRD;"Tom 10"" x 08"", Maple, Fiery Red";779,00 €;497,51 €;4044661616213;829193616214;0
1.2.1;15831880;PL 1008 TT #SNT;"Tom 10"" x 08"", Maple, Snow Tiger";779,00 €;497,51 €;4044661616220;829193616221;0
1.2.1;15831881;PL 1008 TT #EDT;"Tom 10"" x 08"", Maple, Elder Tree";689,00 €;440,03 €;4044661616237;829193616238;0
1.2.1;15832875;PL 1208 TT #NUB;"Tom 12"" x 08"", Maple, Nussbaum";729,00 €;465,58 €;4044661438600;829193438601;0
1.2.1;15832876;PL 1208 TT #EBS;"Tom 12"" x 08"", Maple, Ebony White Stripes";869,00 €;554,99 €;4044661438655;829193438656;0
1.2.1;15832878;PL 1208 TT #CHB;"Tom 12"" x 08"", Maple, Chocolate Burl";869,00 €;554,99 €;4044661464593;829193464594;0
1.2.1;15832879;PL 1208 TT #FRD;"Tom 12"" x 08"", Maple, Fiery Red";869,00 €;554,99 €;4044661616244;829193616245;0
1.2.1;15832880;PL 1208 TT #SNT;"Tom 12"" x 08"", Maple, Snow Tiger";869,00 €;554,99 €;4044661616251;829193616252;0
1.2.1;15832881;PL 1208 TT #EDT;"Tom 12"" x 08"", Maple, Elder Tree";729,00 €;465,58 €;4044661616268;829193616269;0
1.2.1;15832975;PL 1209 TT #NUB;"Tom 12"" x 09"", Maple, Nussbaum";759,00 €;484,74 €;4044661438693;829193438694;0
1.2.1;15832976;PL 1209 TT #EBS;"Tom 12"" x 09"", Maple, Ebony White Stripes";889,00 €;567,76 €;4044661438747;829193438748;0
1.2.1;15832978;PL 1209 TT #CHB;"Tom 12"" x 09"", Maple, Chocolate Burl";889,00 €;567,76 €;4044661464609;829193464600;0
1.2.1;15832979;PL 1209 TT #FRD;"Tom 12"" x 09"", Maple, Fiery Red";889,00 €;567,76 €;4044661616275;829193616276;0
1.2.1;15832980;PL 1209 TT #SNT;"Tom 12"" x 09"", Maple, Snow Tiger";889,00 €;567,76 €;4044661616282;829193616283;0
1.2.1;15832981;PL 1209 TT #EDT;"Tom 12"" x 09"", Maple, Elder Tree";759,00 €;484,74 €;4044661616299;829193616290;0
1.2.1;15833075;PL 1310 TT #NUB;"Tom 13"" x 10"", Maple, Nussbaum";779,00 €;497,51 €;4044661438785;829193438786;0
1.2.1;15833076;PL 1310 TT #EBS;"Tom 13"" x 10"", Maple, Ebony White Stripes";919,00 €;586,92 €;4044661438839;829193438830;0
1.2.1;15833078;PL 1310 TT #CHB;"Tom 13"" x 10"", Maple, Chocolate Burl";919,00 €;586,92 €;4044661464616;829193464617;0
1.2.1;15833079;PL 1310 TT #FRD;"Tom 13"" x 10"", Maple, Fiery Red";919,00 €;586,92 €;4044661616305;829193616306;0
1.2.1;15833080;PL 1310 TT #SNT;"Tom 13"" x 10"", Maple, Snow Tiger";919,00 €;586,92 €;4044661616312;829193616313;0
1.2.1;15833081;PL 1310 TT #EDT;"Tom 13"" x 10"", Maple, Elder Tree";779,00 €;497,51 €;4044661616329;829193616320;0
1.2.1;15834275;PL 1411 TT #NUB;"Tom 14"" x 11"", Maple, Nussbaum";809,00 €;516,67 €;4044661438877;829193438878;0
1.2.1;15834276;PL 1411 TT #EBS;"Tom 14"" x 11"", Maple, Ebony White Stripes";939,00 €;599,70 €;4044661438921;829193438922;0
1.2.1;15834278;PL 1411 TT #CHB;"Tom 14"" x 11"", Maple, Chocolate Burl";939,00 €;599,70 €;4044661464623;829193464624;0
1.2.1;15834279;PL 1411 TT #FRD;"Tom 14"" x 11"", Maple, Fiery Red";939,00 €;599,70 €;4044661616336;829193616337;0
1.2.1;15834280;PL 1411 TT #SNT;"Tom 14"" x 11"", Maple, Snow Tiger";939,00 €;599,70 €;4044661616701;829193616702;0
1.2.1;15834281;PL 1411 TT #EDT;"Tom 14"" x 11"", Maple, Elder Tree";809,00 €;516,67 €;4044661616343;829193616344;0
1.2.1;15841275;PL 1412 FT #NUB;"Floor Tom 14"" x 12"", Maple, Nussbaum";829,00 €;529,45 €;4044661438969;829193438960;0
1.2.1;15841276;PL 1412 FT #EBS;"Floor Tom 14"" x 12"", Maple, Ebony White Stripes";999,00 €;638,02 €;4044661439010;829193439011;0
1.2.1;15841278;PL 1412 FT #CHB;"Floor Tom 14"" x 12"", Maple, Chocolate Burl";999,00 €;638,02 €;4044661464630;829193464631;0
1.2.1;15841279;PL 1412 FT #FRD;"Floor Tom 14"" x 12"", Maple, Fiery Red";999,00 €;638,02 €;4044661616350;829193616351;0
1.2.1;15841280;PL 1412 FT #SNT;"Floor Tom 14"" x 12"", Maple, Snow Tiger";999,00 €;638,02 €;4044661616367;829193616368;0
1.2.1;15841281;PL 1412 FT #EDT;"Floor Tom 14"" x 12"", Maple, Elder Tree";829,00 €;529,45 €;4044661616374;829193616375;0
1.2.1;15841475;PL 1414 FT #NUB;"Floor Tom 14"" x 14"", Maple, Nussbaum";889,00 €;567,76 €;4044661439058;829193439059;0
1.2.1;15841476;PL 1414 FT #EBS;"Floor Tom 14"" x 14"", Maple, Ebony White Stripes";1 039,00 €;663,56 €;4044661439102;829193439103;0
1.2.1;15841478;PL 1414 FT #CHB;"Floor Tom 14"" x 14"", Maple, Chocolate Burl";1 039,00 €;663,56 €;4044661464647;829193464648;0
1.2.1;15841479;PL 1414 FT #FRD;"Floor Tom 14"" x 14"", Maple, Fiery Red";1 039,00 €;663,56 €;4044661616381;829193616382;0
1.2.1;15841480;PL 1414 FT #SNT;"Floor Tom 14"" x 14"", Maple, Snow Tiger";1 039,00 €;663,56 €;4044661616398;829193616399;0
1.2.1;15841481;PL 1414 FT #EDT;"Floor Tom 14"" x 14"", Maple, Elder Tree";889,00 €;567,76 €;4044661616404;829193616405;0
1.2.1;15841575;PL 1614 FT #NUB;"Floor Tom 16"" x 14"", Maple, Nussbaum";949,00 €;606,08 €;4044661439140;829193439141;0
1.2.1;15841576;PL 1614 FT #EBS;"Floor Tom 16"" x 14"", Maple, Ebony White Stripes";1 089,00 €;695,50 €;4044661439195;829193439196;0
1.2.1;15841578;PL 1614 FT #CHB;"Floor Tom 16"" x 14"", Maple, Chocolate Burl";1 089,00 €;695,50 €;4044661464654;829193464655;0
1.2.1;15841579;PL 1614 FT #FRD;"Floor Tom 16"" x 14"", Maple, Fiery Red";1 089,00 €;695,50 €;4044661616411;829193616412;0
1.2.1;15841580;PL 1614 FT #SNT;"Floor Tom 16"" x 14"", Maple, Snow Tiger";1 089,00 €;695,50 €;4044661616428;829193616429;0
